Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
FR_Wide-slab_Reinforced concrete_LIB_New_01;C9;a;1;Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Multiple applications | Pressure layer;60;0.15
FR_Wide-slab_Reinforced concrete_LIB_New_01;C10;a;1;Wide-slab | Reinforced concrete (50 mm);Multiple applications | Slab;60;0.05
FR_Wide-slab_Reinforced concrete_LIB_New_01;C11;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
FR_Wide-slab_Reinforced concrete_LIB_New_01;C12;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
FR_Wide-slab_Reinforced concrete_LIB_New_02;C1;a;1;Loose filling | Gravel (50 mm);Roof finish | Cladding - horizontal surfaces;60;0.05
FR_Wide-slab_Reinforced concrete_LIB_New_02;C2;a;1;Proofing sheet | Polyester (1 mm) | Loose laid | Separating layer for gravel;Roof finish | Cladding - horizontal surfaces;30;0.001
FR_Wide-slab_Reinforced concrete_LIB_New_02;C3;a;1;Proofing sheet | EPDM (1.2 mm) | Partially glued;Roof finish | Cladding - horizontal surfaces;30;0.0012
FR_Wide-slab_Reinforced concrete_LIB_New_02;C4;a;1;Board | EPS - bituminous glass fibre facer (mean 160 mm) | Loose laid | To be ballasted;Roof finish | Thermal insulation - sloping layer;60;0.16
FR_Wide-slab_Reinforced concrete_LIB_New_02;C5;a;1;Proofing sheet | Bitumen - glass fibre reinforced (3 mm) | Loose laid;Roof finish | Vapour barrier;60;0.003
FR_Wide-slab_Reinforced concrete_LIB_New_02;C6;a;1;Cast in situ | Reinforced concrete (200 mm) | For reinforced concrete panel;Flat roof | Pressure layer;60;0.2
FR_Wide-slab_Reinforced concrete_LIB_New_02;C7;a;1;Wide-slab | Reinforced concrete (50 mm);Multiple applications | Slab;60;0.05
FR_Wide-slab_Reinforced concrete_LIB_New_02;C8;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
FR_Wide-slab_Reinforced concrete_LIB_New_02;C9;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
PR_A-shaped trusses_Softwood_LIB_New_01;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_A-shaped trusses_Softwood_LIB_New_01;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_A-shaped trusses_Softwood_LIB_New_01;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_A-shaped trusses_Softwood_LIB_New_01;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_A-shaped trusses_Softwood_LIB_New_01;C5;a;0.16;Beams | Softwood (63x75 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.075
PR_A-shaped trusses_Softwood_LIB_New_01;C5;b;0.84;Blanket | Stone wool (75 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.075
PR_A-shaped trusses_Softwood_LIB_New_01;C6;a;0.06;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Purlins;60;0.225
PR_A-shaped trusses_Softwood_LIB_New_01;C6;b;0.94;Blanket | Stone wool (225 mm) | For between purlins | Friction fitted | Including extra nailed battens;Pitched roof | Thermal insulation;60;0.225
PR_A-shaped trusses_Softwood_LIB_New_01;C7;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_A-shaped trusses_Softwood_LIB_New_01;C8;a;1;Beams | Softwood (65x175 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | A-shaped trusses;60;0.175
PR_A-shaped trusses_Softwood_LIB_New_01;C9;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_A-shaped trusses_Softwood_LIB_New_01;C10;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_A-shaped trusses_Softwood_LIB_New_01;C11;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_A-shaped trusses_Softwood_LIB_New_02;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_A-shaped trusses_Softwood_LIB_New_02;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_A-shaped trusses_Softwood_LIB_New_02;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_A-shaped trusses_Softwood_LIB_New_02;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_A-shaped trusses_Softwood_LIB_New_02;C5;a;0.05;TJI profiles | Laminated timber - OSB (360 mm - c.t.c. 600 mm);Pitched roof | Support structure;60;0.36
PR_A-shaped trusses_Softwood_LIB_New_02;C5;b;0.95;Blanket | Stone wool (360 mm) | For between TJI beams | Friction fitted;Pitched roof | Thermal insulation;60;0.36
PR_A-shaped trusses_Softwood_LIB_New_02;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_A-shaped trusses_Softwood_LIB_New_02;C7;a;1;Beams | Softwood (65x175 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | A-shaped trusses;60;0.175
PR_A-shaped trusses_Softwood_LIB_New_02;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_A-shaped trusses_Softwood_LIB_New_02;C9;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_A-shaped trusses_Softwood_LIB_New_02;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_A-shaped trusses_Softwood_LIB_New_03;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_A-shaped trusses_Softwood_LIB_New_03;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_A-shaped trusses_Softwood_LIB_New_03;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_A-shaped trusses_Softwood_LIB_New_03;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_A-shaped trusses_Softwood_LIB_New_03;C5;a;0.05;TJI profiles | Laminated timber - OSB (240 mm - c.t.c. 600 mm);Pitched roof | Support structure;60;0.24
PR_A-shaped trusses_Softwood_LIB_New_03;C5;b;0.95;Flakes | Cellulose (240 mm) | For between TJI beams | Blown on site;Pitched roof | Thermal insulation;60;0.24
PR_A-shaped trusses_Softwood_LIB_New_03;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_A-shaped trusses_Softwood_LIB_New_03;C7;a;1;Beams | Softwood (65x175 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | A-shaped trusses;60;0.175
PR_A-shaped trusses_Softwood_LIB_New_03;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_A-shaped trusses_Softwood_LIB_New_03;C9;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_A-shaped trusses_Softwood_LIB_New_03;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_A-shaped trusses_Steel_LIB_New_01;C1;a;1;Sandwich panel | Steel (1 mm) - Stone wool (140 mm) | Screwed;Pitched roof | Slab;60;0.141
PR_A-shaped trusses_Steel_LIB_New_01;C2;a;1;IPE 140 profiles | Steel | For open roof or sandwich panels;Pitched roof | A-shaped trusses;60;0.14
PR_A-shaped trusses_Steel_LIB_New_01;C3;a;1;IPE 140 profiles | Steel (140 mm - c.t.c. 1200 mm) | Bolted;Pitched roof | Purlins;60;0.14
PR_A-shaped trusses_Steel_LIB_New_01;C4;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_A-shaped trusses_Steel_LIB_New_01;C5;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_A-shaped trusses_Steel_LIB_New_01;C6;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_01;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_Dutch trusses_Softwood_LIB_New_01;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_Dutch trusses_Softwood_LIB_New_01;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_01;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Dutch trusses_Softwood_LIB_New_01;C5;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_01;C5;b;0.88;Blanket | Stone wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_01;C5;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_01;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_01;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_01;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_01;C9;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_02;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_Dutch trusses_Softwood_LIB_New_02;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_Dutch trusses_Softwood_LIB_New_02;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_02;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Dutch trusses_Softwood_LIB_New_02;C5;a;1;Board | PUR - aluminium facer (90 mm) | Screwed;Roof finish | Thermal insulation - inclined surfaces;60;0.09
PR_Dutch trusses_Softwood_LIB_New_02;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Roof finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_02;C7;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_02;C7;b;0.88;Not ventilated cavity | Air layer (172 mm) | 15 ≤ t ≤ 300 mm;Pitched roof | Air cavity;60;0.172
PR_Dutch trusses_Softwood_LIB_New_02;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_02;C9;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_02;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_03;C1;a;1;Roof plate | Zinc (0.8 mm) | Screwed and tacked;Roof finish | Cladding - inclined surfaces;60;0.0014
PR_Dutch trusses_Softwood_LIB_New_03;C2;a;1;Proofing sheet | PE dimpled sheet (0.6 mm) | Nailed | For metal finishing;Roof finish | Water barrier;30;0.0006
PR_Dutch trusses_Softwood_LIB_New_03;C3;a;1;Board | Softwood (24 mm) | Nailed | For zinc tiles, zinc roof plate and copper roof plate | Belgian mix;Roof finish | Support structure;30;0.024
PR_Dutch trusses_Softwood_LIB_New_03;C4;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_03;C4;b;0.88;Blanket | Stone wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_03;C4;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_03;C5;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_03;C6;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_03;C7;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_03;C8;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_04;C1;a;1;Slating | Fibre cement (600x320 mm) | Clipped;Roof finish | Cladding - inclined surfaces;30;0.004
PR_Dutch trusses_Softwood_LIB_New_04;C2;a;1;Battens | Softwood (36x27 mm - c.t.c. 275 mm) | Nailed | Treated - uncontaminated | Belgian mix | For fibre cement slates;Roof finish | Tile laths;30;0.027
PR_Dutch trusses_Softwood_LIB_New_04;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Counter battens;30;0.02
PR_Dutch trusses_Softwood_LIB_New_04;C4;a;1;Board | Wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Dutch trusses_Softwood_LIB_New_04;C5;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_04;C5;b;0.88;Blanket | Stone wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_04;C5;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_04;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_04;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_04;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_04;C9;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_05;C1;a;1;Shingles | Softwood (420x240x8 mm) | Nailed | Untreated | Belgian mix;Roof finish | Cladding - inclined surfaces;30;0.022
PR_Dutch trusses_Softwood_LIB_New_05;C2;a;1;Battens | Softwood (30x20 mm - c.t.c. 150 mm) | Nailed | Treated - uncontaminated | Belgian mix | For wooden shingles;Roof finish | Tile laths;15;0.02
PR_Dutch trusses_Softwood_LIB_New_05;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For wooden shingles;Roof finish | Counter battens;15;0.02
PR_Dutch trusses_Softwood_LIB_New_05;C4;a;1;Board | Wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Dutch trusses_Softwood_LIB_New_05;C5;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_05;C5;b;0.88;Blanket | Stone wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_05;C5;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_05;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_05;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_05;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_05;C9;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_06;C1;a;1;Roof tiles | Concrete (380x230 mm) | Clipped;Roof finish | Cladding - inclined surfaces;60;0.012
PR_Dutch trusses_Softwood_LIB_New_06;C2;a;1;Battens | Softwood (40x26 mm - c.t.c. 300 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles;Roof finish | Tile laths;60;0.026
PR_Dutch trusses_Softwood_LIB_New_06;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles and natural slates;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_06;C4;a;1;Board | Wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Dutch trusses_Softwood_LIB_New_06;C5;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_06;C5;b;0.88;Blanket | Stone wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_06;C5;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_06;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_06;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_06;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_06;C9;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_07;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_Dutch trusses_Softwood_LIB_New_07;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_Dutch trusses_Softwood_LIB_New_07;C3;a;1;Sandwich panel | Chipboard (6 + 6 mm) - PUR (130 mm) | Screwed | Including battens;Pitched roof | Slab;60;0.16
PR_Dutch trusses_Softwood_LIB_New_07;C4;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_07;C4;b;0.88;Not ventilated cavity | Air layer (172 mm) | 15 ≤ t ≤ 300 mm;Pitched roof | Air cavity;60;0.172
PR_Dutch trusses_Softwood_LIB_New_07;C5;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_07;C6;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_07;C7;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_08;C1;a;1;Roof plate | Copper (0.6 mm) | Screwed and tacked;Roof finish | Cladding - inclined surfaces;60;0.0006
PR_Dutch trusses_Softwood_LIB_New_08;C2;a;1;Proofing sheet | Polyester (1 mm) | Stapled | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Water barrier;30;0.001
PR_Dutch trusses_Softwood_LIB_New_08;C3;a;1;Board | Softwood (24 mm) | Nailed | For zinc tiles, zinc roof plate and copper roof plate | Belgian mix;Roof finish | Support structure;30;0.024
PR_Dutch trusses_Softwood_LIB_New_08;C4;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_08;C5;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Dutch trusses_Softwood_LIB_New_08;C6;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_08;C6;b;0.88;Blanket | Glass wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_08;C6;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_08;C7;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_08;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_08;C9;a;1;Board | Gypsum fibre (10 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.01
PR_Dutch trusses_Softwood_LIB_New_08;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_09;C1;a;1;Roof tile plate | Galvanised steel (0.55 mm) | Screwed;Roof finish | Cladding - inclined surfaces;30;0.00055
PR_Dutch trusses_Softwood_LIB_New_09;C2;a;1;Profiles | Steel (40 mm) | Screwed | For aluminium and steel roof tile plate;Roof finish | Tile laths;30;0.04
PR_Dutch trusses_Softwood_LIB_New_09;C3;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Dutch trusses_Softwood_LIB_New_09;C4;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_09;C4;b;0.88;Flakes | Cellulose (172 mm) | For between Dutch trusses | Blown on site;Pitched roof | Thermal insulation;60;0.172
PR_Dutch trusses_Softwood_LIB_New_09;C5;a;1;Proofing sheet | PP (0.25 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00025
PR_Dutch trusses_Softwood_LIB_New_09;C6;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_09;C7;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_09;C8;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
PR_Dutch trusses_Softwood_LIB_New_10;C1;a;1;Slating | Slate (400x200x3 mm) | Hooked | Native;Roof finish | Cladding - inclined surfaces;60;0.003
PR_Dutch trusses_Softwood_LIB_New_10;C2;a;1;Battens | Softwood (36x27 mm - c.t.c. 300 mm) | Nailed | Treated - uncontaminated | Belgian mix | For natural slates;Roof finish | Tile laths;60;0.027
PR_Dutch trusses_Softwood_LIB_New_10;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles and natural slates;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_10;C4;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Dutch trusses_Softwood_LIB_New_10;C5;a;0.12;Beams | Softwood (197 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.197
